model,outcome,season,player_id,player_name,prior_same_type_pitches,change_ci90_low,change_median,change_ci90_high
pooled_geometry,distortion,2025,467793,Carlos Santana,5,-0.12468032279604938,-0.038222401706813486,0.05165091853268342
pooled_geometry,distortion,2025,467793,Carlos Santana,6,-0.13540696152751558,-0.04151079465738866,0.05609460885063987
pooled_geometry,distortion,2025,467793,Carlos Santana,7,-0.14469879864168153,-0.04435933019858139,0.05994390849183358
pooled_geometry,distortion,2025,467793,Carlos Santana,8,-0.15289477983097777,-0.04687191661457271,0.06333923140414448
pooled_geometry,distortion,2026,467793,Carlos Santana,0,0.0,-0.0,0.0
pooled_geometry,distortion,2026,467793,Carlos Santana,1,-0.051484114293584814,-0.0113194609183156,0.03061239838818528
pooled_geometry,distortion,2026,467793,Carlos Santana,2,-0.08160039053817401,-0.017940921083908892,0.04851950350241044
pooled_geometry,distortion,2026,467793,Carlos Santana,3,-0.10296822858716963,-0.0226389218366312,0.06122479677637056
pooled_geometry,distortion,2026,467793,Carlos Santana,4,-0.1195424114186666,-0.0262829743252165,0.071079787869412
pooled_geometry,distortion,2026,467793,Carlos Santana,5,-0.13308450483175882,-0.029260382002224493,0.07913190189059571
pooled_geometry,distortion,2026,467793,Carlos Santana,6,-0.1445341816698716,-0.03177774432407199,0.08593986729106022
pooled_geometry,distortion,2026,467793,Carlos Santana,7,-0.15445234288075443,-0.03395838275494681,0.09183719516455584
pooled_geometry,distortion,2026,467793,Carlos Santana,8,-0.16320078107634803,-0.035881842167817785,0.09703900700482088
pooled_geometry,distortion,2025,493329,Yuli Gurriel,0,0.0,-0.0,0.0
pooled_geometry,distortion,2025,493329,Yuli Gurriel,1,-0.05426234024735127,-0.017371350394493747,0.019763383943022975
pooled_geometry,distortion,2025,493329,Yuli Gurriel,2,-0.08600377449342411,-0.027532938962160254,0.031324222437046044
pooled_geometry,distortion,2025,493329,Yuli Gurriel,3,-0.10852468049470254,-0.034742700788987495,0.03952676788604595
pooled_geometry,distortion,2025,493329,Yuli Gurriel,4,-0.12599325231466219,-0.04033502652710769,0.04588915642735082
pooled_geometry,distortion,2025,493329,Yuli Gurriel,5,-0.14026611474077538,-0.044904289356654,0.05108760638006901
pooled_geometry,distortion,2025,493329,Yuli Gurriel,6,-0.152333647975766,-0.048767546032769324,0.05548283318895976
pooled_geometry,distortion,2025,493329,Yuli Gurriel,7,-0.16278702074205378,-0.05211405118348123,0.05929015182906892
pooled_geometry,distortion,2025,493329,Yuli Gurriel,8,-0.17200754898684822,-0.05506587792432051,0.06264844487409209
